timestamp,key
5.500,d
5.850,f
6.200,j
6.550,k
6.850,j
7.250,k
7.550,j
7.850,d
8.150,f
8.500,k
8.800,j
9.150,k
9.450,j
9.800,k
10.100,j
10.400,d
10.700,k
11.050,j
11.350,k
11.700,j
12.000,k
12.300,j
12.650,k
12.950,d
13.250,f
13.600,j
13.950,k
14.200,"k,d,j"
14.250,f
14.550,"k,d,j,f"
14.850,"k,d,j"
14.900,f
15.150,"k,d,j"
15.200,f
15.450,k
15.800,j
16.150,d
16.400,k
16.750,f
17.050,j
17.350,d
17.650,k
18.000,f
18.300,j
18.600,d
18.950,k
19.250,j
19.550,k
19.900,j
20.200,k
20.500,d
20.800,j
21.150,k
21.450,j
21.800,k
22.100,j
22.450,k
22.750,j
23.000,d
23.350,f
23.650,d
24.000,f
24.300,k
24.600,j
24.950,k
25.250,j
25.550,"d,k,j"
25.600,f
25.900,k
26.200,k
26.500,k
26.850,k
27.150,k
27.450,k
27.800,k
28.050,d
28.400,d
28.700,d
29.000,d
29.350,d
29.650,d
29.950,d
30.300,d
30.600,f
30.900,f
31.250,f
31.600,f
31.900,j
32.200,j
32.550,k
32.850,j
33.150,k
33.450,k
33.750,k
34.100,k
34.400,k
34.700,k
35.000,k
35.300,k
35.600,j
35.950,j
36.300,j
36.600,j
36.950,j
37.250,j
37.550,j
37.900,j
38.150,d
38.450,d
38.800,d
39.100,d
39.400,d
39.750,d
40.050,d
40.350,d
40.650,f
40.950,f
41.300,f
41.650,f
41.950,j
42.300,j
42.600,j
42.900,j
43.250,k
43.550,k
43.850,k
44.150,k
44.500,k
44.800,k
45.100,k
45.450,k
45.750,d
46.050,d
46.350,d
46.650,d
47.000,f
47.350,f
47.650,f
48.000,f
48.300,j
48.650,j
48.950,j
49.200,j
49.550,j
49.850,j
50.200,j
50.450,k
50.800,j
51.100,j
51.400,k
51.750,j
52.100,d
52.400,d
52.700,f
53.050,f
53.400,j
53.700,k
54.000,k
54.300,d
54.650,f
54.950,f
55.200,j
55.550,k
55.850,d
56.200,d
56.450,d
56.800,f
57.150,f
57.450,f
57.750,f
58.100,f
58.450,j
58.750,j
59.050,j
59.350,k
59.650,j
59.950,j
60.300,j
60.600,k
60.900,j
61.250,j
61.550,j
61.850,d
62.150,j
62.500,j
62.800,k
63.150,j
63.450,k
63.750,k
64.100,k
64.350,d
64.400,"f,j,k"
64.700,k
65.000,k
65.300,d
65.350,"k,f,j"
65.650,k
65.950,k
66.300,k
66.600,j
66.750,f
66.900,j
67.200,k
67.550,k
67.850,"f,j"
68.150,k
68.500,k
68.800,k
69.150,k
69.450,k
69.650,d
69.800,k
70.100,k
70.450,k
70.700,k
71.050,"d,j,k"
71.100,f
71.350,"k,d,j,f"
71.650,"d,k,f,j"
71.950,"d,j"
72.000,"k,f"
72.250,"d,j"
72.300,"k,f"
72.550,d
72.600,"k,f,j"
72.900,"k,d,j"
72.950,f
73.550,k
73.800,j
74.200,k
74.500,j
74.650,d
75.100,d
75.450,d
75.750,d
76.050,f
76.400,f
76.750,j
77.050,j
77.350,k
77.700,k
78.000,d
78.300,d
78.600,f
78.900,f
79.200,"f,j"
79.500,"f,j"
79.850,"d,k"
80.150,"d,k"
80.450,j
80.800,j
81.100,f
81.150,k
81.400,f
81.450,k
81.750,"f,k"
82.050,"f,k"
82.350,k
82.400,d
82.700,d
82.750,k
83.000,j
83.050,f
83.350,k
83.650,j
84.000,j
84.300,j
84.600,"d,k"
84.950,j
85.200,k
85.550,k
85.850,k
86.200,j
86.500,"d,k"
86.850,j
87.150,k
87.450,k
87.750,"d,k"
88.100,k
88.350,k
88.400,d
88.700,j
89.000,j
89.350,j
89.650,j
90.000,"d,k"
90.300,k
90.350,d
90.600,d
90.650,k
90.950,"k,d"
91.250,j
91.550,j
91.900,j
92.200,j
92.500,"f,k"
92.800,k
92.850,f
93.100,f
93.150,k
93.450,"f,k"
93.800,"k,d,j,f"
94.100,"f,d,j,k"
94.400,"d,j,k,f"
94.700,k
95.050,k
95.350,"j,f"
95.700,k
95.800,d
96.000,k
96.200,j
96.650,k
98.200,k
98.800,j
99.150,j
99.450,k
99.800,j
100.100,j
100.400,j
100.700,j
101.000,j
101.300,f
101.650,f
101.950,"f,d"
102.200,d
102.600,d
102.650,k
102.900,"k,d"
103.200,k
103.250,d
103.500,k
103.550,d
103.850,j
104.200,j
104.500,j
104.800,j
105.100,k
105.450,k
105.800,k
106.050,k
106.400,f
106.700,f
107.000,f
107.350,j
107.700,j
108.000,j
108.300,k
108.600,k
108.900,j
109.250,j
109.550,j
109.900,j
110.200,j
110.500,j
110.850,j
111.150,j
111.450,k
111.800,k
112.100,k
112.400,k
112.700,k
113.000,k
113.350,k
113.650,k
114.000,f
114.300,f
114.650,f
114.950,f
115.250,d
115.550,d
115.850,d
116.150,d
116.500,j
116.800,j
117.100,j
117.450,j
117.750,j
118.100,j
118.400,j
118.700,j
119.050,"k,d"
119.350,k
119.400,d
119.700,"f,j"
120.000,j
120.050,f
120.300,"k,d"
120.650,"k,d"
120.950,"f,j"
121.250,j
121.300,f
121.550,k
121.900,k
122.250,k
122.500,k
122.850,k
123.150,k
123.450,k
123.800,k
124.100,d
124.400,d
124.750,d
125.050,d
125.350,f
125.400,j
125.700,"f,j"
126.000,"f,j"
126.300,"f,j"
126.600,d
126.650,k
126.900,"k,d"
127.250,"d,k"
127.550,"k,d"
127.850,"d,k"
128.150,d
128.200,k
128.450,d
128.500,k
128.800,d
128.850,k
129.100,d
129.150,"j,k,f"
129.450,k
129.800,k
130.100,k
130.400,d
130.450,"k,f,j"
130.750,"l,k"
131.050,k
131.400,k
131.750,"d,j,k,f"
132.050,k
132.300,k
132.650,k
133.000,k
133.250,k
133.600,k
133.900,k
134.200,k
134.400,d
134.750,k
135.150,k
135.450,k
135.800,k
136.100,k
136.400,k
136.750,f
137.050,f
137.350,f
137.650,j
138.000,j
138.350,j
138.650,j
138.950,j
139.250,d
139.550,d
139.850,d
140.150,d
140.200,f
140.500,"d,f"
140.800,d
140.850,f
141.150,"d,f"
141.450,"f,d"
141.750,j
141.800,k
142.100,"j,k"
142.400,"k,j"
142.700,"d,k"
143.000,k
143.050,d
143.350,"k,d"
143.650,"d,k"
143.950,"k,d"
144.250,j
144.600,j
144.900,f
145.200,f
145.500,f
145.850,d
146.200,d
146.500,d
146.800,j
147.150,j
147.450,k
147.800,k
148.100,k
148.400,d
148.700,f
149.050,j
149.350,k
149.650,k
150.000,k
150.300,f
150.600,f
150.950,f
151.250,d
151.550,d
151.850,f
152.200,j
152.550,k
152.850,f
153.150,k
153.450,f
153.750,k
154.100,f
154.400,k
154.700,f
155.000,k
155.350,f
155.650,k
155.950,f
156.250,f
156.300,k
156.900,"f,d,j,k"
157.200,k
157.550,k
157.850,k
158.150,d
158.500,d
158.800,d
159.150,d
159.450,j
159.750,j
160.050,j
160.400,j
160.700,f
161.000,f
161.350,f
161.650,f
162.000,l
162.300,k
162.650,k
162.950,k
163.200,d
163.600,d
163.900,d
164.150,d
164.500,f
164.800,f
165.150,f
165.450,f
165.800,j
166.100,j
166.400,j
166.700,j
167.050,k
167.350,d
167.650,k
168.000,d
168.300,k
168.600,d
168.900,k
169.250,d
169.550,k
169.850,k
170.150,k
170.450,k
170.500,j
170.800,"j,k"
171.100,"k,j"
171.450,"k,j"
171.750,"k,j"
172.050,"f,d"
172.400,"d,f"
172.700,d
172.750,f
173.000,j
173.350,j
173.650,j
174.000,j
174.300,f
174.600,k
174.900,k
175.250,k
175.550,d
175.900,d
176.200,d
176.500,d
176.850,d
177.150,f
177.500,f
177.800,f
178.050,j
178.400,j
178.750,j
179.050,j
179.350,k
179.650,d
179.700,"k,f,j"
180.000,k
180.300,k
180.650,k
181.000,k
181.250,d
181.600,k
181.900,d
182.200,k
182.500,k
182.850,k
183.150,k
183.450,k
183.750,k
184.050,k
184.350,k
184.650,k
185.000,k
185.350,k
185.650,k
185.950,k
186.300,k
186.600,k
186.900,k
187.250,j
187.550,j
187.900,j
188.200,j
188.550,j
188.800,j
189.100,j
189.450,j
189.750,j
190.050,j
190.400,j
190.700,j
191.000,j
191.300,j
191.650,j
191.950,j
192.250,f
192.550,f
192.850,f
193.150,f
193.500,f
193.850,f
194.150,f
194.500,f
194.800,f
195.100,f
195.450,f
195.750,f
196.050,f
196.400,f
196.700,f
197.000,f
197.300,d
197.600,d
197.900,d
198.250,d
198.600,d
198.900,d
199.200,d
199.500,d
199.800,d
200.150,d
200.500,d
200.800,d
201.150,d
201.450,d
201.750,d
202.050,d
202.400,"f,d"
202.700,j
203.050,j
203.350,j
203.650,j
203.700,k
203.950,j
204.300,j
204.600,j
204.900,k
205.200,j
205.550,j
205.850,j
206.150,"k,j"
206.450,j
206.750,j
207.100,j
207.450,"j,k"
207.750,k
208.050,k
208.400,k
208.700,j
209.050,j
209.350,j
209.650,j
210.000,f
210.300,f
210.600,f
210.950,f
211.250,d
211.550,d
211.850,d
212.150,d
212.450,k
212.500,d
212.800,d
213.150,d
213.450,d
213.750,"d,j"
214.100,d
214.400,d
214.700,d
215.000,f
215.350,f
215.600,f
215.950,f
216.300,j
216.650,j
216.950,j
217.200,j
217.550,k
217.900,k
218.250,k
218.400,k
218.700,d
219.150,d
219.450,d
219.800,d
220.100,f
220.400,f
220.700,f
221.000,f
221.350,f
221.750,f
222.000,f
222.300,f
222.600,j
222.650,k
222.950,j
223.250,j
223.550,j
223.850,k
224.200,k
224.500,k
224.850,k
225.150,f
225.450,f
225.800,f
226.050,f
226.400,d
226.750,d
227.050,d
227.300,d
227.650,f
227.700,d
228.000,d
228.350,d
228.650,d
228.900,d
229.200,d
229.550,d
229.900,d
230.200,d
231.100,"d,f"
231.400,d
231.750,d
232.100,d
232.350,d
232.750,d
233.000,d
233.300,d
233.650,d
233.950,d
234.350,"f,d"
234.650,d
234.950,d
235.300,d
235.550,d
235.850,k
236.150,k
236.500,k
236.800,k
237.100,j
237.450,j
237.800,j
238.100,j
238.400,"f,d,j,k"
238.700,"k,j,f,d"
239.000,"f,d"
239.050,"k,j"
239.300,"k,d,j"
239.350,f
239.600,"d,j"
239.650,"k,f"
239.900,"k,j"
239.950,"f,d"
240.250,"k,j,f,d"
240.550,"j,k,f,d"
240.900,k
241.200,k
241.500,d
241.800,d
242.150,f
242.450,f
242.750,f
243.100,f
243.450,d
243.800,d
244.100,d
244.400,d
244.700,j
245.050,j
245.350,j
245.700,j
245.950,k
246.300,k
246.600,k
246.900,k
247.250,j
247.600,j
247.900,j
248.200,j
248.500,k
248.800,k
249.100,k
249.450,k
249.750,d
250.100,d
250.400,d
250.700,d
250.950,f
251.300,f
251.600,f
251.950,f
252.300,"d,f"
252.650,"d,f"
253.000,"d,f"
253.250,d
253.300,f
253.600,"k,j"
253.950,"j,k"
255.500,"j,k"
256.100,"f,d,k,j"
256.450,k
256.750,k
257.050,k
257.350,k
257.650,k
258.000,k
258.300,k
258.600,j
258.950,j
259.250,j
259.550,j
259.900,j
260.150,j
260.500,j
260.800,j
261.150,f
261.450,f
261.750,f
262.050,f
262.400,f
262.700,f
263.000,f
263.350,f
263.650,"f,d"
263.700,"k,j"
264.000,k
264.300,k
264.600,k
264.950,k
265.250,d
265.600,k
265.850,j
265.900,"k,f,d"
266.200,k
266.550,k
266.850,k
267.150,k
267.450,k
267.800,k
268.100,d
268.350,f
268.400,"k,d,j"
268.700,"f,d,k,j"
277.850,Key.esc
